secID,wayID,roadID,roadName,startNodeID,endNodeID
Sec60,319990819,R8,万泉河路,3264971380,3264971379
Sec61,319990819,R8,万泉河路,3264971379,3264818064
Sec62,319990819,R8,万泉河路,3264818064,3264971375
Sec63,319990819,R8,万泉河路,3264971375,3264971376
Sec64,319990819,R8,万泉河路,3264971376,3264971377
Sec65,319990819,R8,万泉河路,3264971377,3264971378
Sec66,192027387,R9,万泽路,2025927397,3290374970
Sec67,192027387,R9,万泽路,3290374970,2025927351
Sec68,192027387,R9,万泽路,2025927351,2025927355
Sec69,192027387,R9,万泽路,2025927355,3290375058
Sec70,192027387,R9,万泽路,3290375058,2025927380
Sec71,192027387,R9,万泽路,2025927380,2025927360
Sec72,192027387,R9,万泽路,2025927360,2025927388
Sec73,197130982,R10,三国城路,1085583568,2074249558
Sec74,197130982,R10,三国城路,2074249558,3396119046
Sec75,197130982,R10,三国城路,3396119046,2074249561
Sec76,197130982,R10,三国城路,2074249561,2074246493
Sec77,197130982,R10,三国城路,2074246493,2074249557
Sec78,197130982,R10,三国城路,2074249557,2074249563
Sec79,197130982,R10,三国城路,2074249563,4269521807
Sec80,197130982,R10,三国城路,4269521807,4269521808
Sec81,197130982,R10,三国城路,4269521808,3739273488
Sec82,197130982,R10,三国城路,3739273488,2074249560
Sec83,404878902,R11,三官塘西路,4071294123,4071294141
Sec84,404878902,R11,三官塘西路,4071294141,4964082750
Sec85,404878902,R11,三官塘西路,4964082750,4071294138
Sec86,404878902,R11,三官塘西路,4071294138,4071294129
Sec87,404878902,R11,三官塘西路,4071294129,4071294137
Sec88,404878902,R11,三官塘西路,4071294137,4071294135
Sec89,404878902,R11,三官塘西路,4071294135,4071294148
Sec90,404878902,R11,三官塘西路,4071294148,4071294149
Sec91,404878902,R11,三官塘西路,4071294149,4071294131
Sec92,404878902,R11,三官塘西路,4071294131,4071294132
Sec93,404878902,R11,三官塘西路,4071294132,4071294136
Sec94,298612717,R12,三河路,3025016404,3290374174
Sec95,298612717,R12,三河路,3290374174,3290374172
Sec96,298612717,R12,三河路,3290374172,3025016405
Sec97,298612717,R12,三河路,3025016405,3025016406
Sec98,298612717,R12,三河路,3025016406,3290374142
Sec99,298612717,R12,三河路,3290374142,3290374136
Sec100,298612717,R12,三河路,3290374136,3290374109
Sec101,298612717,R12,三河路,3290374109,3290374108
Sec102,298612717,R12,三河路,3290374108,3025016407
Sec103,298612717,R12,三河路,3025016407,3025016408
Sec104,298612717,R12,三河路,3025016408,3025016409
Sec105,298612717,R12,三河路,3025016409,3025016410
Sec106,298612717,R12,三河路,3025016410,3290373949
Sec107,298612717,R12,三河路,3290373949,5108796550
Sec108,298612717,R12,三河路,5108796550,3025016411
Sec109,215624827,R13,三河路,2251016418,4166928996
Sec110,215624827,R13,三河路,4166928996,4166928995
Sec111,215624827,R13,三河路,4166928995,2251016421
Sec112,215624827,R13,三河路,2251016421,4166928930
Sec113,215624827,R13,三河路,4166928930,2251016425
Sec114,215624827,R13,三河路,2251016425,2251016427
Sec115,215624827,R13,三河路,2251016427,4721262966
Sec116,215624827,R13,三河路,4721262966,4721262967
Sec117,215624827,R13,三河路,4721262967,4721262965
Sec118,215624827,R13,三河路,4721262965,4721262962
Sec119,215624827,R13,三河路,4721262962,4721262961
Sec120,215624827,R13,三河路,4721262961,4721262963
Sec121,215624827,R13,三河路,4721262963,4721262968
Sec122,215624827,R13,三河路,4721262968,4721262969
Sec123,215624827,R13,三河路,4721262969,2533652665
Sec124,215624827,R13,三河路,2533652665,2269517245
Sec125,215624827,R13,三河路,2269517245,2269517251
Sec126,215624827,R13,三河路,2269517251,3736100349
Sec127,215624827,R13,三河路,3736100349,3736100350
Sec128,215624827,R13,三河路,3736100350,3736100351
Sec129,215624827,R13,三河路,3736100351,3736100352
Sec130,215624827,R13,三河路,3736100352,3736100353
Sec131,215624827,R13,三河路,3736100353,3736100354
Sec132,215624827,R13,三河路,3736100354,3736100355
Sec133,215624827,R13,三河路,3736100355,2269517313
Sec134,215624827,R13,三河路,2269517313,3290373924
Sec135,215624827,R13,三河路,3290373924,3290373928
Sec136,215624827,R13,三河路,3290373928,4165789070
Sec137,215624827,R13,三河路,4165789070,4932456077
Sec138,215624827,R13,三河路,4932456077,4932456073
Sec139,215624827,R13,三河路,4932456073,3025005830
Sec140,215624827,R13,三河路,3025005830,2269517276
Sec141,215624827,R13,三河路,2269517276,3025006875
Sec142,215624827,R13,三河路,3025006875,2269517056
Sec143,215624827,R13,三河路,2269517056,3025006874
Sec144,215624827,R13,三河路,3025006874,3025006873
Sec145,215624827,R13,三河路,3025006873,2269517359
Sec146,115316762,R14,三河路,1030564702,3264784765
Sec147,115316762,R14,三河路,3264784765,3264774201
Sec148,115316762,R14,三河路,3264774201,3717242325
Sec149,115316762,R14,三河路,3717242325,3266266404
Sec150,115316762,R14,三河路,3266266404,2684722159
Sec151,304254648,R15,三角线桥,3087881221,1374325522
Sec152,474873055,R16,上海路,3025371387,3025371383
Sec153,474873055,R16,上海路,3025371383,5314007064
Sec154,474873055,R16,上海路,5314007064,3025371382
Sec155,474873055,R16,上海路,3025371382,3025371381
Sec156,474873055,R16,上海路,3025371381,3025272797
Sec157,474873055,R16,上海路,3025272797,5314007061
Sec158,474873055,R16,上海路,5314007061,5314007062
Sec159,474873055,R16,上海路,5314007062,3025299147
Sec160,474873055,R16,上海路,3025299147,3025304785
Sec161,474873055,R16,上海路,3025304785,5314007231
Sec162,474873055,R16,上海路,5314007231,4294270786
Sec163,474873055,R16,上海路,4294270786,5086294674
Sec164,474873055,R16,上海路,5086294674,4946680078
Sec165,474873055,R16,上海路,4946680078,3717122002
Sec166,474873055,R16,上海路,3717122002,4687340288
Sec167,474873055,R16,上海路,4687340288,4687340287
Sec168,474873055,R16,上海路,4687340287,3717122012
Sec169,474873055,R16,上海路,3717122012,3717122010
Sec170,474873055,R16,上海路,3717122010,5314007262
Sec171,306254066,R17,东一环裕溪路高架,3111053405,3111060766
Sec172,306254066,R17,东一环裕溪路高架,3111060766,5017914965
Sec173,306254066,R17,东一环裕溪路高架,5017914965,3111053406
Sec174,306254066,R17,东一环裕溪路高架,3111053406,3111053409
Sec175,306254066,R17,东一环裕溪路高架,3111053409,3111053407
Sec176,306254066,R17,东一环裕溪路高架,3111053407,3111053410
Sec177,306254066,R17,东一环裕溪路高架,3111053410,3111053408
Sec178,513242241,R18,东一环路,5017566712,3087893647
Sec179,513242241,R18,东一环路,3087893647,5017457521
Sec180,513242241,R18,东一环路,5017457521,3087893646
Sec181,305858863,R19,东二环路,3105455834,5009007635
Sec182,305858863,R19,东二环路,5009007635,5350243236
Sec183,305858863,R19,东二环路,5350243236,2533652840
Sec184,305858863,R19,东二环路,2533652840,5009007630
Sec185,305858863,R19,东二环路,5009007630,1071827228
Sec186,305858863,R19,东二环路,1071827228,3290375099
Sec187,512999877,R20,东二环路,5015753437,5015753438
Sec188,512999877,R20,东二环路,5015753438,3767160795
Sec189,512442940,R21,东二环路高架,5010614581,3290374911
Sec190,512442940,R21,东二环路高架,3290374911,3290374914
Sec191,512442940,R21,东二环路高架,3290374914,5010614591
Sec192,305857684,R22,东方大道,3290375458,3290375457
Sec193,305857684,R22,东方大道,3290375457,3105446288
Sec194,305857684,R22,东方大道,3105446288,4931091001
Sec195,305857684,R22,东方大道,4931091001,4182140929
Sec196,305857684,R22,东方大道,4182140929,4931091015
Sec197,305857684,R22,东方大道,4931091015,4159366150
Sec198,305857684,R22,东方大道,4159366150,4159366160
Sec199,305857684,R22,东方大道,4159366160,4159366180
Sec200,305857684,R22,东方大道,4159366180,3105446290
Sec201,305857684,R22,东方大道,3105446290,4182146668
Sec202,305857684,R22,东方大道,4182146668,4142927509
Sec203,305857684,R22,东方大道,4142927509,5479344036
Sec204,305857684,R22,东方大道,5479344036,4142927511
Sec205,197128479,R23,东方大道,3290375460,4182131449
Sec206,197128479,R23,东方大道,4182131449,4182131450
Sec207,197128479,R23,东方大道,4182131450,3105445635
Sec208,197128479,R23,东方大道,3105445635,4182131451
Sec209,197128479,R23,东方大道,4182131451,4182131453
Sec210,197128479,R23,东方大道,4182131453,3105445634
Sec211,197128479,R23,东方大道,3105445634,4182131455
Sec212,197128479,R23,东方大道,4182131455,5367375387
Sec213,197128479,R23,东方大道,5367375387,2074228746
Sec214,197128479,R23,东方大道,2074228746,4901661971
Sec215,197128479,R23,东方大道,4901661971,4901661970
Sec216,197128479,R23,东方大道,4901661970,4901661969
Sec217,197128479,R23,东方大道,4901661969,4901661968
Sec218,290150416,R24,东至路,2938944384,1040346284
Sec219,290150416,R24,东至路,1040346284,3274093564
Sec220,290150416,R24,东至路,3274093564,1040346312
Sec221,290150416,R24,东至路,1040346312,1030564650
Sec222,524786972,R25,东至路,2683362646,4556489222
Sec223,524786972,R25,东至路,4556489222,2685055922
Sec224,524786972,R25,东至路,2685055922,2685055983
Sec225,524786972,R25,东至路,2685055983,5406344816
Sec226,524786972,R25,东至路,5406344816,4556489221
Sec227,524786972,R25,东至路,4556489221,1040337412
Sec228,524786966,R26,东至路,5106417700,5106417701
Sec229,524786966,R26,东至路,5106417701,5106417702
Sec230,524786966,R26,东至路,5106417702,5106417703
Sec231,524786966,R26,东至路,5106417703,5106417704
Sec232,397738675,R27,东落客平台,3981155273,3981155272
Sec233,397738675,R27,东落客平台,3981155272,3316582389
Sec234,397738675,R27,东落客平台,3316582389,3316582390
Sec235,397738675,R27,东落客平台,3316582390,3316582391
Sec236,397738675,R27,东落客平台,3316582391,3981155260
Sec237,368102040,R28,东风大道,3719622370,3719622369
Sec238,517718234,R29,严刘路,5051669674,3718737434
Sec239,517718234,R29,严刘路,3718737434,3718737435
Sec240,517718234,R29,严刘路,3718737435,3718737436
Sec241,517718234,R29,严刘路,3718737436,5051669670
Sec242,517718234,R29,严刘路,5051669670,5500073760
Sec243,517718234,R29,严刘路,5500073760,5051669669
Sec244,517718234,R29,严刘路,5051669669,5051669668
Sec245,517718234,R29,严刘路,5051669668,5051669673
Sec246,517718234,R29,严刘路,5051669673,5051669667
Sec247,517718234,R29,严刘路,5051669667,5051669666
Sec248,517718234,R29,严刘路,5051669666,4165783121
Sec249,517718234,R29,严刘路,4165783121,3718737440
Sec250,517718234,R29,严刘路,3718737440,4165783122
Sec251,517718234,R29,严刘路,4165783122,4165783147
Sec252,517718234,R29,严刘路,4165783147,4165783127
Sec253,517718234,R29,严刘路,4165783127,4165783148
Sec254,517718234,R29,严刘路,4165783148,3718737441
Sec255,517718234,R29,严刘路,3718737441,4165783179
Sec256,517718234,R29,严刘路,4165783179,4165783237
Sec257,517718234,R29,严刘路,4165783237,3718737442
Sec258,517718234,R29,严刘路,3718737442,3718737443
Sec259,517718234,R29,严刘路,3718737443,3718737444
Sec260,517718234,R29,严刘路,3718737444,3718737445
Sec261,517718234,R29,严刘路,3718737445,3718737446
Sec262,517718234,R29,严刘路,3718737446,3718737447
Sec263,517718234,R29,严刘路,3718737447,3718737448
Sec264,517718234,R29,严刘路,3718737448,5024100755
Sec265,549421612,R30,中山路,5495015287,5495015288
Sec266,549421612,R30,中山路,5495015288,5307223116
Sec267,319978712,R31,中山路,3264825481,3264825482
Sec268,319978712,R31,中山路,3264825482,3025273820
Sec269,319978711,R32,中山路桥,3264825483,3264825481
Sec270,306262861,R33,中心街,3111199130,3111199131
Sec271,306262861,R33,中心街,3111199131,3111199132
Sec272,306262861,R33,中心街,3111199132,3111218314
Sec273,306262861,R33,中心街,3111218314,3111199171
Sec274,306262861,R33,中心街,3111199171,3111199133
Sec275,306262861,R33,中心街,3111199133,3111213246
Sec276,306262861,R33,中心街,3111213246,3111199134
Sec277,306262861,R33,中心街,3111199134,3111199135
Sec278,306262861,R33,中心街,3111199135,3111199136
Sec279,422762877,R34,中菜市路,3073454998,5543935934
Sec280,422762877,R34,中菜市路,5543935934,5543935932
Sec281,422762877,R34,中菜市路,5543935932,5543935933
Sec282,422762877,R34,中菜市路,5543935933,3558679098
Sec283,422762877,R34,中菜市路,3558679098,5543935931
Sec284,512999881,R35,临泉东路,3290375255,5015753469
Sec285,512999881,R35,临泉东路,5015753469,1058079705
Sec286,512999881,R35,临泉东路,1058079705,5015753456
Sec287,303058816,R36,临泉路,267120679,5001053246
Sec288,303058816,R36,临泉路,5001053246,3073589890
Sec289,303058816,R36,临泉路,3073589890,3820931742
Sec290,303058816,R36,临泉路,3820931742,3820931743
Sec291,303058816,R36,临泉路,3820931743,5001053275
Sec292,303058816,R36,临泉路,5001053275,5001053280
Sec293,303058816,R36,临泉路,5001053280,5001053277
Sec294,303058816,R36,临泉路,5001053277,5001053254
Sec295,303058816,R36,临泉路,5001053254,5001053285
Sec296,303058816,R36,临泉路,5001053285,5001053287
Sec297,303058816,R36,临泉路,5001053287,5001098945
Sec298,303058816,R36,临泉路,5001098945,5001098944
Sec299,303058816,R36,临泉路,5001098944,3412059904
Sec300,303058816,R36,临泉路,3412059904,5001098953
Sec301,303058816,R36,临泉路,5001098953,267120696
Sec302,303058816,R36,临泉路,267120696,5001506948
Sec303,303058816,R36,临泉路,5001506948,3412059205
Sec304,303058816,R36,临泉路,3412059205,3290375346
Sec305,513948106,R37,临泉路,3290375320,4692149334
Sec306,513948106,R37,临泉路,4692149334,3290375337
Sec307,513948106,R37,临泉路,3290375337,3290375339
Sec308,513948106,R37,临泉路,3290375339,3073589898
Sec309,226604306,R38,临泉路,5001314478,5428010075
Sec310,226604306,R38,临泉路,5428010075,4260844740
Sec311,325354954,R39,临泉路,4260844740,1030367169
Sec312,325354954,R39,临泉路,1030367169,3290375310
Sec313,325354954,R39,临泉路,3290375310,4265484344
Sec314,325354954,R39,临泉路,4265484344,267120681
Sec315,325354954,R39,临泉路,267120681,3073582589
Sec316,325354954,R39,临泉路,3073582589,2074045556
Sec317,325354954,R39,临泉路,2074045556,267120680
Sec318,303058821,R40,临泉路跨二十埠河桥,3073589913,3073589906
Sec319,512460891,R41,丹霞西路,5010812801,5010812802
Sec320,512460887,R42,丹霞路,5010812749,5010812750
Sec321,512460887,R42,丹霞路,5010812750,5010812751
Sec322,512460887,R42,丹霞路,5010812751,5010812752
Sec323,512460887,R42,丹霞路,5010812752,5010812753
Sec324,512460887,R42,丹霞路,5010812753,5010812754
Sec325,512460887,R42,丹霞路,5010812754,5010812755
Sec326,512460887,R42,丹霞路,5010812755,5010812756
Sec327,512460887,R42,丹霞路,5010812756,5010812757
Sec328,512460887,R42,丹霞路,5010812757,5010812758
Sec329,512460887,R42,丹霞路,5010812758,5010812759
Sec330,512460887,R42,丹霞路,5010812759,5010812760
Sec331,512460887,R42,丹霞路,5010812760,5010812761
Sec332,512460887,R42,丹霞路,5010812761,5010812762
Sec333,512460887,R42,丹霞路,5010812762,5010812763
Sec334,512460887,R42,丹霞路,5010812763,5010812764
Sec335,512460887,R42,丹霞路,5010812764,5010812765
Sec336,512460887,R42,丹霞路,5010812765,5010812766
Sec337,512460887,R42,丹霞路,5010812766,5010812793
Sec338,196817528,R43,丽水路,3412065602,3412065601
Sec339,196817528,R43,丽水路,3412065601,5003042289
Sec340,196817528,R43,丽水路,5003042289,3412065600
Sec341,196817528,R43,丽水路,3412065600,3412065599
Sec342,196817528,R43,丽水路,3412065599,3412065598
Sec343,196817528,R43,丽水路,3412065598,3412065597
Sec344,196817528,R43,丽水路,3412065597,2071127811
Sec345,196817528,R43,丽水路,2071127811,5002921268
Sec346,196817528,R43,丽水路,5002921268,5002921267
Sec347,196817528,R43,丽水路,5002921267,2071127857
Sec348,306263538,R44,义和商业街,3111221732,3111221733
Sec349,306263538,R44,义和商业街,3111221733,3111221734
Sec350,525086025,R45,乐平路,5108796944,5108796844
Sec351,525086025,R45,乐平路,5108796844,3025001892
Sec352,525086025,R45,乐平路,3025001892,3024932405
Sec353,525086025,R45,乐平路,3024932405,5108796845
Sec354,367857874,R46,乐水路,3717319063,3717319064
Sec355,367857874,R46,乐水路,3717319064,3717319065
Sec356,367857874,R46,乐水路,3717319065,3717319066
Sec357,367857874,R46,乐水路,3717319066,3717319067
Sec358,367857874,R46,乐水路,3717319067,3717319068
Sec359,367857874,R46,乐水路,3717319068,3717319073
Sec360,367857874,R46,乐水路,3717319073,3717319069
Sec361,367857874,R46,乐水路,3717319069,3717319070
Sec362,367857874,R46,乐水路,3717319070,5009007638
Sec363,367857874,R46,乐水路,5009007638,5009007637
Sec364,367857874,R46,乐水路,5009007637,5009007650
Sec365,367857874,R46,乐水路,5009007650,5009007636
Sec366,367857874,R46,乐水路,5009007636,5009007635
Sec367,367857874,R46,乐水路,5009007635,5009007642
Sec368,367857874,R46,乐水路,5009007642,5009007634
Sec369,367857874,R46,乐水路,5009007634,5009007633
Sec370,93291695,R47,九华山路,267119900,3024642954
Sec371,93291695,R47,九华山路,3024642954,5233643965
Sec372,93291695,R47,九华山路,5233643965,5233643968
Sec373,93291695,R47,九华山路,5233643968,5233643980
Sec374,93291695,R47,九华山路,5233643980,5233643981
Sec375,93291695,R47,九华山路,5233643981,1316375180
Sec376,93291695,R47,九华山路,1316375180,5004177980
Sec377,93291695,R47,九华山路,5004177980,5233644012
Sec378,93291695,R47,九华山路,5233644012,5233644015
Sec379,93291695,R47,九华山路,5233644015,1055775566
Sec380,93291695,R47,九华山路,1055775566,5233644228
Sec381,93291695,R47,九华山路,5233644228,3290374838
Sec382,93291695,R47,九华山路,3290374838,3290374840
Sec383,93291695,R47,九华山路,3290374840,3024627924
Sec384,93291695,R47,九华山路,3024627924,3318700419
Sec385,93291695,R47,九华山路,3318700419,3024627925
Sec386,93291695,R47,九华山路,3024627925,3024627926
Sec387,93291695,R47,九华山路,3024627926,3024627927
Sec388,93291695,R47,九华山路,3024627927,3318700418
Sec389,93291695,R47,九华山路,3318700418,3024627928
Sec390,93291695,R47,九华山路,3024627928,3644924029
Sec391,93291695,R47,九华山路,3644924029,3644924030
Sec392,93291695,R47,九华山路,3644924030,3644924031
Sec393,197128469,R48,九顶山路,2074228787,3290375589
Sec394,197128469,R48,九顶山路,3290375589,4182191833
Sec395,197128469,R48,九顶山路,4182191833,3290375575
Sec396,162533676,R49,九龙路,5406345966,2269517196
Sec397,162533676,R49,九龙路,2269517196,1036758178
Sec398,162533676,R49,九龙路,1036758178,3401376945
Sec399,162533676,R49,九龙路,3401376945,3290374407
Sec400,162533676,R49,九龙路,3290374407,267120617
Sec401,24568427,R50,习友南路,2074067428,2061136439
Sec402,24568427,R50,习友南路,2061136439,3264860713
Sec403,24568427,R50,习友南路,3264860713,3264792676
Sec404,24568427,R50,习友南路,3264792676,1042058407
Sec405,24568427,R50,习友南路,1042058407,3264792675
Sec406,24568427,R50,习友南路,3264792675,1042058392
Sec407,24568427,R50,习友南路,1042058392,267120476
Sec408,24568427,R50,习友南路,267120476,1042058409
Sec409,24568427,R50,习友南路,1042058409,267120484
Sec410,24568427,R50,习友南路,267120484,2061138729
Sec411,24568427,R50,习友南路,2061138729,1294908957
Sec412,24568427,R50,习友南路,1294908957,267120448
Sec413,24568427,R50,习友南路,267120448,1294908948
Sec414,24568427,R50,习友南路,1294908948,1294909171
Sec415,24568427,R50,习友南路,1294909171,3591798670
Sec416,24568427,R50,习友南路,3591798670,3266254400
Sec417,24568427,R50,习友南路,3266254400,267120631
Sec418,24568427,R50,习友南路,267120631,3266254399
Sec419,24568427,R50,习友南路,3266254399,267120630
Sec420,24568427,R50,习友南路,267120630,3266254398
Sec421,24568427,R50,习友南路,3266254398,3266254397
Sec422,24568427,R50,习友南路,3266254397,2061138730
Sec423,24568427,R50,习友南路,2061138730,3266254396
Sec424,24568427,R50,习友南路,3266254396,2061138728
Sec425,24568427,R50,习友南路,2061138728,3266254395
Sec426,24568427,R50,习友南路,3266254395,1025883493
Sec427,24568427,R50,习友南路,1025883493,3266254394
Sec428,24568427,R50,习友南路,3266254394,3266254393
Sec429,24568427,R50,习友南路,3266254393,3266254392
Sec430,24568427,R50,习友南路,3266254392,1025883495
Sec431,24568427,R50,习友南路,1025883495,3266254391
Sec432,24568427,R50,习友南路,3266254391,3266254390
Sec433,24568427,R50,习友南路,3266254390,3266254389
Sec434,24568427,R50,习友南路,3266254389,3266254388
Sec435,24568427,R50,习友南路,3266254388,3266254387
Sec436,24568427,R50,习友南路,3266254387,3266254386
Sec437,24568427,R50,习友南路,3266254386,1025883492
Sec438,303054714,R51,习友路,3073527741,3290374710
Sec439,303054714,R51,习友路,3290374710,3290374713
Sec440,303054714,R51,习友路,3290374713,3073538800
Sec441,303054714,R51,习友路,3073538800,3073527740
Sec442,303054714,R51,习友路,3073527740,5016642856
Sec443,303054714,R51,习友路,5016642856,5016642836
Sec444,303054714,R51,习友路,5016642836,3179752717
Sec445,303054714,R51,习友路,3179752717,5016642855
Sec446,303054714,R51,习友路,5016642855,3073527739
Sec447,303054714,R51,习友路,3073527739,3179752720
Sec448,303054714,R51,习友路,3179752720,5016641608
Sec449,303054714,R51,习友路,5016641608,3179752722
Sec450,303054714,R51,习友路,3179752722,3073527738
Sec451,303054714,R51,习友路,3073527738,3179752729
Sec452,303054714,R51,习友路,3179752729,3179752730
Sec453,303054714,R51,习友路,3179752730,3073527737
Sec454,303054714,R51,习友路,3073527737,3073533206
Sec455,303054714,R51,习友路,3073533206,3073527736
Sec456,303054714,R51,习友路,3073527736,3073527735
Sec457,303054714,R51,习友路,3073527735,3073527734
Sec458,303054714,R51,习友路,3073527734,3073527733
Sec459,303054714,R51,习友路,3073527733,3073524002
Sec460,303054714,R51,习友路,3073524002,3073524001
Sec461,303054714,R51,习友路,3073524001,3073524000
Sec462,303054714,R51,习友路,3073524000,3073523999
Sec463,303054714,R51,习友路,3073523999,3283357682
Sec464,303054714,R51,习友路,3283357682,3283357663
Sec465,303054714,R51,习友路,3283357663,3951266081
Sec466,303054714,R51,习友路,3951266081,5407093197
Sec467,303054714,R51,习友路,5407093197,5407093196
Sec468,303054714,R51,习友路,5407093196,5407093182
Sec469,303054714,R51,习友路,5407093182,3951262169
Sec470,303054714,R51,习友路,3951262169,3290374751
Sec471,303054714,R51,习友路,3290374751,5407093106
Sec472,303054714,R51,习友路,5407093106,3290374752
Sec473,303054714,R51,习友路,3290374752,4677453253
Sec474,303054714,R51,习友路,4677453253,3073523997
Sec475,303054714,R51,习友路,3073523997,5407093505
Sec476,303054714,R51,习友路,5407093505,3073523996
Sec477,303054714,R51,习友路,3073523996,3073523995
Sec478,303054714,R51,习友路,3073523995,3290374754
Sec479,303054714,R51,习友路,3290374754,3290374753
Sec480,303054714,R51,习友路,3290374753,5407093099
Sec481,303054714,R51,习友路,5407093099,3073523994
Sec482,303054714,R51,习友路,3073523994,5407093095
Sec483,303054714,R51,习友路,5407093095,3654537665
Sec484,303054714,R51,习友路,3654537665,3740809678
Sec485,526554837,R52,习友路,267120621,3290374611
Sec486,526554837,R52,习友路,3290374611,2940439416
Sec487,376674871,R53,书箱路,1030357915,1030357889
Sec488,376674871,R53,书箱路,1030357889,4837100701
Sec489,376674871,R53,书箱路,4837100701,5010811283
Sec490,376674871,R53,书箱路,5010811283,1017326096
Sec491,376674871,R53,书箱路,1017326096,5495139461
Sec492,376674871,R53,书箱路,5495139461,5010812748
Sec493,376674871,R53,书箱路,5010812748,1030357918
Sec494,376674871,R53,书箱路,1030357918,2533652838
Sec495,376674871,R53,书箱路,2533652838,1030357900
Sec496,506741020,R54,乳泉路,4964121535,4964121537
Sec497,506741020,R54,乳泉路,4964121537,3654550458
Sec498,506741020,R54,乳泉路,3654550458,3111317721
Sec499,506741020,R54,乳泉路,3111317721,4964121536
Sec500,367829393,R55,云南路,3717079135,3717121945
Sec501,367829393,R55,云南路,3717121945,3717121940
Sec502,367829393,R55,云南路,3717121940,4290347166
Sec503,367829393,R55,云南路,4290347166,3717121952
Sec504,367829393,R55,云南路,3717121952,3717121955
Sec505,367829393,R55,云南路,3717121955,3717121970
Sec506,367829393,R55,云南路,3717121970,3717121977
Sec507,367829393,R55,云南路,3717121977,3717121982
Sec508,367829393,R55,云南路,3717121982,3717078622
Sec509,367829393,R55,云南路,3717078622,3717079127
Sec510,197111910,R56,云海路,4692371182,2074067442
Sec511,197111910,R56,云海路,2074067442,2074067407
Sec512,197111910,R56,云海路,2074067407,2062611632
Sec513,197111910,R56,云海路,2062611632,3717078618
Sec514,197111910,R56,云海路,3717078618,3290373954
Sec515,197111910,R56,云海路,3290373954,2062611640
