gridID,bigGridMinLatitude,bigGridMinLongitude,bigGridMaxLatitude,bigGridMaxLongitude,centralLatitude,centralLongitude
56,31.283233,117.38608984199999,31.304722286,117.413651661,31.2886053215,117.39987075149999
57,31.283233,117.395277115,31.304722286,117.422838934,31.2886053215,117.4090580245
58,31.283233,117.404464388,31.304722286,117.43202620699999,31.2886053215,117.4182452975
59,31.293977642999998,117.43202620699999,31.304722286,117.43202620699999,31.2886053215,117.4274325705
60,31.293977642999998,117.43202620699999,31.304722286,117.43202620699999,31.2886053215,117.4366198435
61,31.293977642999998,117.43202620699999,31.293977642999998,117.45958802599999,31.2886053215,117.44580711649999
62,31.293977642999998,117.44121348,31.293977642999998,117.468775299,31.2886053215,117.4549943895
63,31.283233,117.468775299,31.293977642999998,117.468775299,31.2886053215,117.4641816625
64,31.283233,117.468775299,31.293977642999998,117.468775299,31.2886053215,117.47336893549999
65,31.283233,117.468775299,31.304722286,117.496337118,31.2886053215,117.4825562085
66,31.283233,117.477962572,31.304722286,117.505524391,31.2886053215,117.4917434815
67,31.283233,117.48714984499999,31.304722286,117.51471166399999,31.2886053215,117.50093075449999
68,31.283233,117.496337118,31.304722286,117.523898937,31.2886053215,117.5101180275
69,31.283233,117.505524391,31.304722286,117.53308621,31.2886053215,117.5193053005
70,31.283233,117.51471166399999,31.304722286,117.542273483,31.2886053215,117.5284925735
71,31.283233,117.523898937,31.304722286,117.551460756,31.2886053215,117.5376798465
72,31.283233,117.53308621,31.304722286,117.56064802899999,31.2886053215,117.54686711949999
73,31.283233,117.542273483,31.304722286,117.569835302,31.2886053215,117.5560543925
74,31.283233,117.551460756,31.304722286,117.579022575,31.2886053215,117.5652416655
75,31.283233,117.56064802899999,31.304722286,117.58820984799999,31.2886053215,117.57442893849999
76,31.283233,117.569835302,31.304722286,117.597397121,31.2886053215,117.5836162115
77,31.283233,117.579022575,31.304722286,117.606584394,31.2886053215,117.5928034845
78,31.283233,117.58820984799999,31.304722286,117.61577166699999,31.2886053215,117.60199075749999
79,31.283233,117.597397121,31.304722286,117.62495894,31.2886053215,117.6111780305
80,31.283233,117.606584394,31.304722286,117.634146213,31.2886053215,117.6203653035
81,31.283233,117.61577166699999,31.304722286,117.643333486,31.2886053215,117.62955257649999
82,31.283233,117.62495894,31.304722286,117.652520759,31.2886053215,117.6387398495
83,31.283233,117.634146213,31.304722286,117.66170803199999,31.2886053215,117.6479271225
84,31.283233,117.643333486,31.304722286,117.670895305,31.2886053215,117.6571143955
85,31.283233,117.652520759,31.304722286,117.680082578,31.2886053215,117.6663016685
86,31.283233,117.66170803199999,31.304722286,117.68926985099999,31.2886053215,117.67548894149999
87,31.283233,117.670895305,31.304722286,117.698457124,31.2886053215,117.6846762145
88,31.283233,117.680082578,31.304722286,117.707644397,31.2886053215,117.6938634875
89,31.283233,117.68926985099999,31.304722286,117.71683166999999,31.2886053215,117.70305076049999
90,31.283233,117.698457124,31.304722286,117.726018943,31.2886053215,117.7122380335
91,31.293977642999998,117.726018943,31.304722286,117.726018943,31.2886053215,117.7214253065
92,31.293977642999998,117.726018943,31.304722286,117.726018943,31.2886053215,117.73061257949999
93,31.293977642999998,117.726018943,31.293977642999998,117.753580762,31.2886053215,117.7397998525
94,31.293977642999998,117.735206216,31.293977642999998,117.762768035,31.2886053215,117.7489871255
95,31.283233,117.762768035,31.293977642999998,117.762768035,31.2886053215,117.7581743985
96,31.283233,117.762768035,31.293977642999998,117.762768035,31.2886053215,117.7673616715
97,31.283233,117.762768035,31.304722286,117.79032985399999,31.2886053215,117.7765489445
98,31.283233,117.771955308,31.304722286,117.799517127,31.2886053215,117.7857362175
99,31.283233,117.781142581,31.304722286,117.8087044,31.2886053215,117.7949234905
100,31.293977642999998,117.799517127,31.304722286,117.799517127,31.2886053215,117.80411076349999
101,31.283233,116.8899771,31.315466929,116.908351646,31.2993499645,116.8945707365
102,31.283233,116.8899771,31.315466929,116.917538919,31.2993499645,116.9037580095
103,31.283233,116.89916437299999,31.315466929,116.92672619199999,31.2993499645,116.91294528249999
104,31.283233,116.908351646,31.315466929,116.935913465,31.2993499645,116.9221325555
105,31.283233,116.917538919,31.315466929,116.945100738,31.2993499645,116.9313198285
106,31.283233,116.92672619199999,31.315466929,116.954288011,31.2993499645,116.94050710149999
107,31.283233,116.935913465,31.315466929,116.963475284,31.2993499645,116.9496943745
108,31.283233,116.945100738,31.315466929,116.97266255699999,31.2993499645,116.9588816475
109,31.283233,116.954288011,31.315466929,116.98184983,31.2993499645,116.9680689205
110,31.283233,116.963475284,31.315466929,116.991037103,31.2993499645,116.9772561935
111,31.283233,116.97266255699999,31.315466929,117.00022437599999,31.2993499645,116.98644346649999
112,31.283233,116.98184983,31.315466929,117.009411649,31.2993499645,116.9956307395
113,31.283233,116.991037103,31.315466929,117.018598922,31.2993499645,117.0048180125
114,31.283233,117.00022437599999,31.315466929,117.02778619499999,31.2993499645,117.01400528549999
115,31.283233,117.009411649,31.315466929,117.036973468,31.2993499645,117.0231925585
116,31.283233,117.018598922,31.315466929,117.046160741,31.2993499645,117.0323798315
117,31.283233,117.02778619499999,31.315466929,117.05534801399999,31.2993499645,117.04156710449999
118,31.283233,117.036973468,31.315466929,117.064535287,31.2993499645,117.0507543775
119,31.283233,117.046160741,31.315466929,117.07372256,31.2993499645,117.0599416505
120,31.283233,117.05534801399999,31.315466929,117.082909833,31.2993499645,117.0691289235
121,31.283233,117.064535287,31.315466929,117.092097106,31.2993499645,117.0783161965
122,31.283233,117.07372256,31.315466929,117.10128437899999,31.2993499645,117.08750346949999
123,31.304722286,117.10128437899999,31.315466929,117.10128437899999,31.2993499645,117.0966907425
124,31.304722286,117.10128437899999,31.315466929,117.10128437899999,31.2993499645,117.1058780155
125,31.304722286,117.10128437899999,31.304722286,117.12884619799999,31.2993499645,117.11506528849999
126,31.304722286,117.110471652,31.304722286,117.138033471,31.2993499645,117.1242525615
127,31.293977642999998,117.138033471,31.304722286,117.138033471,31.2993499645,117.1334398345
128,31.293977642999998,117.138033471,31.304722286,117.138033471,31.2993499645,117.14262710749999
129,31.293977642999998,117.138033471,31.293977642999998,117.16559529,31.2993499645,117.1518143805
130,31.293977642999998,117.147220744,31.293977642999998,117.174782563,31.2993499645,117.1610016535
131,31.283233,117.174782563,31.293977642999998,117.174782563,31.2993499645,117.17018892649999
132,31.283233,117.174782563,31.293977642999998,117.174782563,31.2993499645,117.1793761995
133,31.283233,117.174782563,31.315466929,117.20234438199999,31.2993499645,117.1885634725
134,31.283233,117.183969836,31.315466929,117.211531655,31.2993499645,117.1977507455
135,31.283233,117.193157109,31.315466929,117.220718928,31.2993499645,117.2069380185
136,31.283233,117.20234438199999,31.315466929,117.22990620099999,31.2993499645,117.21612529149999
137,31.283233,117.211531655,31.315466929,117.239093474,31.2993499645,117.2253125645
138,31.283233,117.220718928,31.315466929,117.248280747,31.2993499645,117.2344998375
139,31.283233,117.22990620099999,31.315466929,117.25746801999999,31.2993499645,117.24368711049999
140,31.283233,117.239093474,31.315466929,117.266655293,31.2993499645,117.2528743835
141,31.283233,117.248280747,31.315466929,117.275842566,31.2993499645,117.2620616565
142,31.283233,117.25746801999999,31.315466929,117.28502983899999,31.2993499645,117.27124892949999
143,31.283233,117.266655293,31.315466929,117.294217112,31.2993499645,117.2804362025
144,31.283233,117.275842566,31.315466929,117.303404385,31.2993499645,117.2896234755
145,31.283233,117.28502983899999,31.315466929,117.312591658,31.2993499645,117.2988107485
146,31.283233,117.294217112,31.315466929,117.321778931,31.2993499645,117.3079980215
147,31.283233,117.303404385,31.315466929,117.33096620399999,31.2993499645,117.31718529449999
148,31.283233,117.312591658,31.315466929,117.340153477,31.2993499645,117.3263725675
149,31.283233,117.321778931,31.315466929,117.34934075,31.2993499645,117.3355598405
150,31.283233,117.33096620399999,31.315466929,117.35852802299999,31.2993499645,117.34474711349999
151,31.283233,117.340153477,31.315466929,117.367715296,31.2993499645,117.3539343865
152,31.283233,117.34934075,31.315466929,117.376902569,31.2993499645,117.3631216595
153,31.283233,117.35852802299999,31.315466929,117.38608984199999,31.2993499645,117.37230893249999
154,31.283233,117.367715296,31.315466929,117.395277115,31.2993499645,117.3814962055
155,31.304722286,117.395277115,31.315466929,117.395277115,31.2993499645,117.3906834785
156,31.304722286,117.395277115,31.315466929,117.395277115,31.2993499645,117.39987075149999
157,31.304722286,117.395277115,31.304722286,117.422838934,31.2993499645,117.4090580245
158,31.304722286,117.404464388,31.304722286,117.43202620699999,31.2993499645,117.4182452975
159,31.293977642999998,117.43202620699999,31.304722286,117.43202620699999,31.2993499645,117.4274325705
160,31.293977642999998,117.43202620699999,31.304722286,117.43202620699999,31.2993499645,117.4366198435
161,31.293977642999998,117.43202620699999,31.293977642999998,117.45958802599999,31.2993499645,117.44580711649999
162,31.293977642999998,117.44121348,31.293977642999998,117.468775299,31.2993499645,117.4549943895
163,31.283233,117.468775299,31.293977642999998,117.468775299,31.2993499645,117.4641816625
164,31.283233,117.468775299,31.293977642999998,117.468775299,31.2993499645,117.47336893549999
165,31.283233,117.468775299,31.315466929,117.496337118,31.2993499645,117.4825562085
166,31.283233,117.477962572,31.315466929,117.505524391,31.2993499645,117.4917434815
167,31.283233,117.48714984499999,31.315466929,117.51471166399999,31.2993499645,117.50093075449999
168,31.283233,117.496337118,31.315466929,117.523898937,31.2993499645,117.5101180275
169,31.283233,117.505524391,31.315466929,117.53308621,31.2993499645,117.5193053005
170,31.283233,117.51471166399999,31.315466929,117.542273483,31.2993499645,117.5284925735
171,31.283233,117.523898937,31.315466929,117.551460756,31.2993499645,117.5376798465
172,31.283233,117.53308621,31.315466929,117.56064802899999,31.2993499645,117.54686711949999
173,31.283233,117.542273483,31.315466929,117.569835302,31.2993499645,117.5560543925
174,31.283233,117.551460756,31.315466929,117.579022575,31.2993499645,117.5652416655
175,31.283233,117.56064802899999,31.315466929,117.58820984799999,31.2993499645,117.57442893849999
176,31.283233,117.569835302,31.315466929,117.597397121,31.2993499645,117.5836162115
177,31.283233,117.579022575,31.315466929,117.606584394,31.2993499645,117.5928034845
178,31.283233,117.58820984799999,31.315466929,117.61577166699999,31.2993499645,117.60199075749999
179,31.283233,117.597397121,31.315466929,117.62495894,31.2993499645,117.6111780305
180,31.283233,117.606584394,31.315466929,117.634146213,31.2993499645,117.6203653035
181,31.283233,117.61577166699999,31.315466929,117.643333486,31.2993499645,117.62955257649999
182,31.283233,117.62495894,31.315466929,117.652520759,31.2993499645,117.6387398495
183,31.283233,117.634146213,31.315466929,117.66170803199999,31.2993499645,117.6479271225
184,31.283233,117.643333486,31.315466929,117.670895305,31.2993499645,117.6571143955
185,31.283233,117.652520759,31.315466929,117.680082578,31.2993499645,117.6663016685
186,31.283233,117.66170803199999,31.315466929,117.68926985099999,31.2993499645,117.67548894149999
187,31.304722286,117.68926985099999,31.315466929,117.68926985099999,31.2993499645,117.6846762145
188,31.304722286,117.68926985099999,31.315466929,117.68926985099999,31.2993499645,117.6938634875
189,31.304722286,117.68926985099999,31.304722286,117.71683166999999,31.2993499645,117.70305076049999
190,31.304722286,117.698457124,31.304722286,117.726018943,31.2993499645,117.7122380335
191,31.293977642999998,117.726018943,31.304722286,117.726018943,31.2993499645,117.7214253065
192,31.293977642999998,117.726018943,31.304722286,117.726018943,31.2993499645,117.73061257949999
193,31.293977642999998,117.726018943,31.293977642999998,117.753580762,31.2993499645,117.7397998525
194,31.293977642999998,117.735206216,31.293977642999998,117.762768035,31.2993499645,117.7489871255
195,31.283233,117.762768035,31.293977642999998,117.762768035,31.2993499645,117.7581743985
196,31.283233,117.762768035,31.293977642999998,117.762768035,31.2993499645,117.7673616715
197,31.283233,117.762768035,31.315466929,117.79032985399999,31.2993499645,117.7765489445
198,31.283233,117.771955308,31.315466929,117.799517127,31.2993499645,117.7857362175
199,31.283233,117.781142581,31.315466929,117.8087044,31.2993499645,117.7949234905
200,31.283233,117.79032985399999,31.315466929,117.8087044,31.2993499645,117.80411076349999
201,31.293977642999998,116.8899771,31.326211572,116.908351646,31.310094607499998,116.8945707365
202,31.293977642999998,116.8899771,31.326211572,116.917538919,31.310094607499998,116.9037580095
203,31.293977642999998,116.89916437299999,31.326211572,116.92672619199999,31.310094607499998,116.91294528249999
204,31.293977642999998,116.908351646,31.326211572,116.935913465,31.310094607499998,116.9221325555
205,31.293977642999998,116.917538919,31.326211572,116.945100738,31.310094607499998,116.9313198285
206,31.293977642999998,116.92672619199999,31.326211572,116.954288011,31.310094607499998,116.94050710149999
207,31.293977642999998,116.935913465,31.326211572,116.963475284,31.310094607499998,116.9496943745
208,31.293977642999998,116.945100738,31.326211572,116.97266255699999,31.310094607499998,116.9588816475
209,31.293977642999998,116.954288011,31.326211572,116.98184983,31.310094607499998,116.9680689205
210,31.293977642999998,116.963475284,31.326211572,116.991037103,31.310094607499998,116.9772561935
211,31.293977642999998,116.97266255699999,31.326211572,117.00022437599999,31.310094607499998,116.98644346649999
212,31.293977642999998,116.98184983,31.326211572,117.009411649,31.310094607499998,116.9956307395
213,31.293977642999998,116.991037103,31.326211572,117.018598922,31.310094607499998,117.0048180125
214,31.293977642999998,117.00022437599999,31.326211572,117.02778619499999,31.310094607499998,117.01400528549999
215,31.293977642999998,117.009411649,31.326211572,117.036973468,31.310094607499998,117.0231925585
216,31.293977642999998,117.018598922,31.326211572,117.046160741,31.310094607499998,117.0323798315
217,31.293977642999998,117.02778619499999,31.326211572,117.05534801399999,31.310094607499998,117.04156710449999
218,31.293977642999998,117.036973468,31.326211572,117.064535287,31.310094607499998,117.0507543775
219,31.315466929,117.064535287,31.326211572,117.064535287,31.310094607499998,117.0599416505
220,31.315466929,117.064535287,31.326211572,117.064535287,31.310094607499998,117.0691289235
221,31.315466929,117.064535287,31.315466929,117.092097106,31.310094607499998,117.0783161965
222,31.315466929,117.07372256,31.315466929,117.10128437899999,31.310094607499998,117.08750346949999
223,31.304722286,117.10128437899999,31.315466929,117.10128437899999,31.310094607499998,117.0966907425
224,31.304722286,117.10128437899999,31.315466929,117.10128437899999,31.310094607499998,117.1058780155
225,31.304722286,117.10128437899999,31.304722286,117.12884619799999,31.310094607499998,117.11506528849999
226,31.304722286,117.110471652,31.304722286,117.138033471,31.310094607499998,117.1242525615
227,31.293977642999998,117.138033471,31.304722286,117.138033471,31.310094607499998,117.1334398345
228,31.293977642999998,117.138033471,31.304722286,117.138033471,31.310094607499998,117.14262710749999
229,31.293977642999998,117.138033471,31.326211572,117.16559529,31.310094607499998,117.1518143805
230,31.293977642999998,117.147220744,31.326211572,117.174782563,31.310094607499998,117.1610016535
231,31.293977642999998,117.15640801699999,31.326211572,117.183969836,31.310094607499998,117.17018892649999
232,31.293977642999998,117.16559529,31.326211572,117.193157109,31.310094607499998,117.1793761995
233,31.293977642999998,117.174782563,31.326211572,117.20234438199999,31.310094607499998,117.1885634725
234,31.293977642999998,117.183969836,31.326211572,117.211531655,31.310094607499998,117.1977507455
235,31.293977642999998,117.193157109,31.326211572,117.220718928,31.310094607499998,117.2069380185
236,31.293977642999998,117.20234438199999,31.326211572,117.22990620099999,31.310094607499998,117.21612529149999
237,31.293977642999998,117.211531655,31.326211572,117.239093474,31.310094607499998,117.2253125645
238,31.293977642999998,117.220718928,31.326211572,117.248280747,31.310094607499998,117.2344998375
239,31.293977642999998,117.22990620099999,31.326211572,117.25746801999999,31.310094607499998,117.24368711049999
240,31.293977642999998,117.239093474,31.326211572,117.266655293,31.310094607499998,117.2528743835
241,31.293977642999998,117.248280747,31.326211572,117.275842566,31.310094607499998,117.2620616565
242,31.293977642999998,117.25746801999999,31.326211572,117.28502983899999,31.310094607499998,117.27124892949999
243,31.293977642999998,117.266655293,31.326211572,117.294217112,31.310094607499998,117.2804362025
244,31.293977642999998,117.275842566,31.326211572,117.303404385,31.310094607499998,117.2896234755
245,31.293977642999998,117.28502983899999,31.326211572,117.312591658,31.310094607499998,117.2988107485
246,31.293977642999998,117.294217112,31.326211572,117.321778931,31.310094607499998,117.3079980215
247,31.293977642999998,117.303404385,31.326211572,117.33096620399999,31.310094607499998,117.31718529449999
248,31.293977642999998,117.312591658,31.326211572,117.340153477,31.310094607499998,117.3263725675
249,31.293977642999998,117.321778931,31.326211572,117.34934075,31.310094607499998,117.3355598405
250,31.293977642999998,117.33096620399999,31.326211572,117.35852802299999,31.310094607499998,117.34474711349999
251,31.315466929,117.35852802299999,31.326211572,117.35852802299999,31.310094607499998,117.3539343865
252,31.315466929,117.35852802299999,31.326211572,117.35852802299999,31.310094607499998,117.3631216595
253,31.315466929,117.35852802299999,31.315466929,117.38608984199999,31.310094607499998,117.37230893249999
254,31.315466929,117.367715296,31.315466929,117.395277115,31.310094607499998,117.3814962055
255,31.304722286,117.395277115,31.315466929,117.395277115,31.310094607499998,117.3906834785
256,31.304722286,117.395277115,31.315466929,117.395277115,31.310094607499998,117.39987075149999
257,31.304722286,117.395277115,31.304722286,117.422838934,31.310094607499998,117.4090580245
258,31.304722286,117.404464388,31.304722286,117.43202620699999,31.310094607499998,117.4182452975
259,31.293977642999998,117.43202620699999,31.304722286,117.43202620699999,31.310094607499998,117.4274325705
260,31.293977642999998,117.43202620699999,31.304722286,117.43202620699999,31.310094607499998,117.4366198435
261,31.293977642999998,117.43202620699999,31.326211572,117.45958802599999,31.310094607499998,117.44580711649999
262,31.293977642999998,117.44121348,31.326211572,117.468775299,31.310094607499998,117.4549943895
263,31.293977642999998,117.450400753,31.326211572,117.477962572,31.310094607499998,117.4641816625
264,31.293977642999998,117.45958802599999,31.326211572,117.48714984499999,31.310094607499998,117.47336893549999
265,31.293977642999998,117.468775299,31.326211572,117.496337118,31.310094607499998,117.4825562085
266,31.293977642999998,117.477962572,31.326211572,117.505524391,31.310094607499998,117.4917434815
267,31.293977642999998,117.48714984499999,31.326211572,117.51471166399999,31.310094607499998,117.50093075449999
268,31.293977642999998,117.496337118,31.326211572,117.523898937,31.310094607499998,117.5101180275
269,31.293977642999998,117.505524391,31.326211572,117.53308621,31.310094607499998,117.5193053005
270,31.293977642999998,117.51471166399999,31.326211572,117.542273483,31.310094607499998,117.5284925735
271,31.293977642999998,117.523898937,31.326211572,117.551460756,31.310094607499998,117.5376798465
272,31.293977642999998,117.53308621,31.326211572,117.56064802899999,31.310094607499998,117.54686711949999
273,31.293977642999998,117.542273483,31.326211572,117.569835302,31.310094607499998,117.5560543925
274,31.293977642999998,117.551460756,31.326211572,117.579022575,31.310094607499998,117.5652416655
275,31.293977642999998,117.56064802899999,31.326211572,117.58820984799999,31.310094607499998,117.57442893849999
276,31.293977642999998,117.569835302,31.326211572,117.597397121,31.310094607499998,117.5836162115
277,31.293977642999998,117.579022575,31.326211572,117.606584394,31.310094607499998,117.5928034845
278,31.293977642999998,117.58820984799999,31.326211572,117.61577166699999,31.310094607499998,117.60199075749999
279,31.293977642999998,117.597397121,31.326211572,117.62495894,31.310094607499998,117.6111780305
280,31.293977642999998,117.606584394,31.326211572,117.634146213,31.310094607499998,117.6203653035
281,31.293977642999998,117.61577166699999,31.326211572,117.643333486,31.310094607499998,117.62955257649999
282,31.293977642999998,117.62495894,31.326211572,117.652520759,31.310094607499998,117.6387398495
283,31.315466929,117.652520759,31.326211572,117.652520759,31.310094607499998,117.6479271225
284,31.315466929,117.652520759,31.326211572,117.652520759,31.310094607499998,117.6571143955
285,31.315466929,117.652520759,31.315466929,117.680082578,31.310094607499998,117.6663016685
286,31.315466929,117.66170803199999,31.315466929,117.68926985099999,31.310094607499998,117.67548894149999
287,31.304722286,117.68926985099999,31.315466929,117.68926985099999,31.310094607499998,117.6846762145
288,31.304722286,117.68926985099999,31.315466929,117.68926985099999,31.310094607499998,117.6938634875
289,31.304722286,117.68926985099999,31.304722286,117.71683166999999,31.310094607499998,117.70305076049999
290,31.304722286,117.698457124,31.304722286,117.726018943,31.310094607499998,117.7122380335
291,31.293977642999998,117.726018943,31.304722286,117.726018943,31.310094607499998,117.7214253065
292,31.293977642999998,117.726018943,31.304722286,117.726018943,31.310094607499998,117.73061257949999
293,31.293977642999998,117.726018943,31.326211572,117.753580762,31.310094607499998,117.7397998525
294,31.293977642999998,117.735206216,31.326211572,117.762768035,31.310094607499998,117.7489871255
295,31.293977642999998,117.74439348899999,31.326211572,117.771955308,31.310094607499998,117.7581743985
296,31.293977642999998,117.753580762,31.326211572,117.781142581,31.310094607499998,117.7673616715
297,31.293977642999998,117.762768035,31.326211572,117.79032985399999,31.310094607499998,117.7765489445
298,31.293977642999998,117.771955308,31.326211572,117.799517127,31.310094607499998,117.7857362175
299,31.293977642999998,117.781142581,31.326211572,117.8087044,31.310094607499998,117.7949234905
300,31.293977642999998,117.79032985399999,31.326211572,117.8087044,31.310094607499998,117.80411076349999
301,31.304722286,116.8899771,31.336956215,116.908351646,31.3208392505,116.8945707365
302,31.304722286,116.8899771,31.336956215,116.917538919,31.3208392505,116.9037580095
303,31.304722286,116.89916437299999,31.336956215,116.92672619199999,31.3208392505,116.91294528249999
304,31.304722286,116.908351646,31.336956215,116.935913465,31.3208392505,116.9221325555
305,31.304722286,116.917538919,31.336956215,116.945100738,31.3208392505,116.9313198285
306,31.304722286,116.92672619199999,31.336956215,116.954288011,31.3208392505,116.94050710149999
307,31.304722286,116.935913465,31.336956215,116.963475284,31.3208392505,116.9496943745
308,31.304722286,116.945100738,31.336956215,116.97266255699999,31.3208392505,116.9588816475
309,31.304722286,116.954288011,31.336956215,116.98184983,31.3208392505,116.9680689205
310,31.304722286,116.963475284,31.336956215,116.991037103,31.3208392505,116.9772561935
311,31.304722286,116.97266255699999,31.336956215,117.00022437599999,31.3208392505,116.98644346649999
312,31.304722286,116.98184983,31.336956215,117.009411649,31.3208392505,116.9956307395
313,31.304722286,116.991037103,31.336956215,117.018598922,31.3208392505,117.0048180125
314,31.304722286,117.00022437599999,31.336956215,117.02778619499999,31.3208392505,117.01400528549999
315,31.326211572,117.02778619499999,31.336956215,117.02778619499999,31.3208392505,117.0231925585
316,31.326211572,117.02778619499999,31.336956215,117.02778619499999,31.3208392505,117.0323798315
317,31.326211572,117.02778619499999,31.326211572,117.05534801399999,31.3208392505,117.04156710449999
318,31.326211572,117.036973468,31.326211572,117.064535287,31.3208392505,117.0507543775
319,31.315466929,117.064535287,31.326211572,117.064535287,31.3208392505,117.0599416505
320,31.315466929,117.064535287,31.326211572,117.064535287,31.3208392505,117.0691289235
321,31.315466929,117.064535287,31.315466929,117.092097106,31.3208392505,117.0783161965
322,31.315466929,117.07372256,31.315466929,117.10128437899999,31.3208392505,117.08750346949999
323,31.304722286,117.10128437899999,31.315466929,117.10128437899999,31.3208392505,117.0966907425
324,31.304722286,117.10128437899999,31.315466929,117.10128437899999,31.3208392505,117.1058780155
325,31.304722286,117.10128437899999,31.336956215,117.12884619799999,31.3208392505,117.11506528849999
326,31.304722286,117.110471652,31.336956215,117.138033471,31.3208392505,117.1242525615
327,31.304722286,117.119658925,31.336956215,117.147220744,31.3208392505,117.1334398345
328,31.304722286,117.12884619799999,31.336956215,117.15640801699999,31.3208392505,117.14262710749999
329,31.304722286,117.138033471,31.336956215,117.16559529,31.3208392505,117.1518143805
330,31.304722286,117.147220744,31.336956215,117.174782563,31.3208392505,117.1610016535
